id,duration,distance,start,end,carrier,manufacturer,os,notes,device_id,created_on,updated_on,,,
201,186133,39.01029068949270,2021-10-22T18:16:13.000Z,2021-10-24T21:58:26.000Z,AT&T,Apple,14.8,,3,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z,,,
,,,,,,,,,,,,,,
id,timestamp,battery,network,service,connected,http,lat,lon,accuracy,speed,notes,hike_id,created_on,updated_on
27087,2021-10-22T18:38:44.000Z,89,LTE,1,1,1,33.830190560294900,-84.28427292873830,4.758250960119270,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27088,2021-10-22T18:39:14.000Z,89,LTE,1,1,1,33.830190560294900,-84.28427292873830,4.757774153490600,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27089,2021-10-22T18:39:44.000Z,89,LTE,1,1,1,33.830190560294900,-84.28427292873830,4.758327835580420,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27090,2021-10-22T18:40:14.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.781170503279050,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27091,2021-10-22T18:40:44.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.772693814913440,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27092,2021-10-22T18:41:14.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.769299714778390,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27093,2021-10-22T18:41:44.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.766874979392800,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27094,2021-10-22T18:42:14.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.765846625441400,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27095,2021-10-22T18:42:44.000Z,89,LTE,1,1,1,33.8301413458297,-84.28427014745830,4.765370428987840,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27096,2021-10-22T18:43:14.000Z,89,LTE,1,1,1,33.83017260698120,-84.2843072663573,5.431793260356760,0.10650017266970000,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27097,2021-10-22T18:43:44.000Z,88,LTE,1,1,1,33.8302677476733,-84.2842187638204,5.797723698207860,0.5157049376988190,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27098,2021-10-22T18:44:14.000Z,88,LTE,1,1,1,33.830249889721200,-84.28422914380170,5.072561135516770,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27099,2021-10-22T18:44:44.000Z,88,LTE,1,1,1,33.83023431998860,-84.28424922567020,4.839813804644020,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27100,2021-10-22T18:45:14.000Z,87,LTE,1,1,1,33.830250806771600,-84.28421377955550,4.8491032091683500,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27101,2021-10-22T18:45:44.000Z,87,LTE,1,1,1,33.830251318274400,-84.28420566600500,4.899543214856330,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27102,2021-10-22T18:46:14.000Z,86,LTE,1,1,1,33.83025266351290,-84.2841951152999,4.942940213406340,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27103,2021-10-22T18:46:44.000Z,86,LTE,1,1,1,33.83025650806900,-84.28421656380920,4.909252810213970,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27104,2021-10-22T18:47:14.000Z,86,LTE,1,1,1,33.830247627018800,-84.28422991759440,4.892923779991630,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27105,2021-10-22T18:47:44.000Z,85,LTE,1,1,1,33.830252825838100,-84.28418987720030,4.9077386134887900,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27106,2021-10-22T18:48:14.000Z,85,LTE,1,1,1,33.83024039975000,-84.28419720447290,4.8457751877001800,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27107,2021-10-22T18:48:44.000Z,85,LTE,1,1,1,33.83025659873710,-84.28420337646720,4.889420986778390,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27108,2021-10-22T18:49:14.000Z,84,LTE,1,1,1,33.830211483168900,-84.2842464160852,4.8428965844744500,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27109,2021-10-22T18:49:44.000Z,84,LTE,1,1,1,33.83021924010530,-84.28421759996330,4.82358475513036,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27110,2021-10-22T18:50:14.000Z,83,LTE,1,1,1,33.830261113934700,-84.28418626437400,4.844106846641330,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27111,2021-10-22T18:50:44.000Z,83,LTE,1,1,1,33.83021198527610,-84.28422808394050,4.821351505411990,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27112,2021-10-22T18:51:14.000Z,83,LTE,1,1,1,33.83021348027820,-84.28425909092820,4.810980346410220,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27113,2021-10-22T18:51:44.000Z,83,LTE,1,1,1,33.83024173625060,-84.28424013683270,4.85970600619807,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27114,2021-10-22T18:52:14.000Z,82,LTE,1,1,1,33.83023600584530,-84.28422100157860,4.892962813435290,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27115,2021-10-22T18:52:44.000Z,82,LTE,1,1,1,33.830240928566000,-84.2842257007503,4.849460161069590,0.5930505454688860,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27116,2021-10-22T18:53:14.000Z,81,LTE,1,1,1,33.830246966975200,-84.28422064384740,4.863144831230910,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27117,2021-10-22T18:53:44.000Z,81,LTE,1,1,1,33.83024639919950,-84.28423746443990,4.888651532358920,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27118,2021-10-22T18:54:14.000Z,81,LTE,1,1,1,33.83022523741420,-84.28424710988090,6.451505527338640,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27119,2021-10-22T18:54:44.000Z,80,LTE,1,1,1,33.830246103153600,-84.2842228115426,5.720946543849830,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27120,2021-10-22T18:55:14.000Z,80,LTE,1,1,1,33.83024069354490,-84.2842275790238,4.806025110386710,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27121,2021-10-22T18:55:44.000Z,80,LTE,1,1,1,33.830227302881200,-84.28426367164290,4.811806954881650,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27122,2021-10-22T18:56:14.000Z,79,LTE,1,1,1,33.830215075036400,-84.28428261106800,4.7977288622806000,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27123,2021-10-22T18:56:44.000Z,79,LTE,1,1,1,33.830199172454800,-84.28424531098220,4.803835131057600,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27124,2021-10-22T18:57:14.000Z,79,LTE,1,1,1,33.830225399821800,-84.2842295294506,4.825408630953910,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27125,2021-10-22T18:57:44.000Z,78,LTE,1,1,1,33.83021566534630,-84.28422033528580,4.851051757897940,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27126,2021-10-22T18:58:14.000Z,78,LTE,1,1,1,33.830242779013500,-84.28422281250090,4.931531350320020,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27127,2021-10-22T18:58:44.000Z,78,LTE,1,1,1,33.8302147931253,-84.28424946024330,4.8711440222804000,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27128,2021-10-22T18:59:14.000Z,77,LTE,1,1,1,33.83022477271160,-84.28418844689860,4.868082322160150,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27129,2021-10-22T18:59:44.000Z,77,LTE,1,1,1,33.83020048487600,-84.28418689601740,4.886845453666070,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27130,2021-10-22T19:00:14.000Z,76,LTE,1,1,1,33.83022580038720,-84.28420296081070,5.467342267567560,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27131,2021-10-22T19:00:44.000Z,76,LTE,1,1,1,33.830234920613700,-84.28425169508090,5.022432393836110,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27132,2021-10-22T19:01:14.000Z,76,LTE,1,1,1,33.8302144357457,-84.28423658829220,4.910742278266970,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27133,2021-10-22T19:01:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.800604048604230,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27134,2021-10-22T19:02:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.777277578104310,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27135,2021-10-22T19:02:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.767696357844200,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27136,2021-10-22T19:03:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.762382759891580,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27137,2021-10-22T19:03:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7582128676158000,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27138,2021-10-22T19:04:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756810669005990,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27139,2021-10-22T19:04:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755667743293440,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27140,2021-10-22T19:05:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7542034599050400,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27141,2021-10-22T19:05:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.753550289701290,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27142,2021-10-22T19:06:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.75356597752122,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27143,2021-10-22T19:06:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.753877638493700,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27144,2021-10-22T19:07:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.753838938110270,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27145,2021-10-22T19:07:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7539512579795500,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27146,2021-10-22T19:08:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7540668632158000,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27147,2021-10-22T19:08:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7543089585262500,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27148,2021-10-22T19:09:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755795628689100,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27149,2021-10-22T19:09:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756108713903630,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27150,2021-10-22T19:10:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7574382489398700,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27151,2021-10-22T19:10:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.757385376711660,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27152,2021-10-22T19:11:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756164777369200,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27153,2021-10-22T19:11:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.75580309224266,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27154,2021-10-22T19:12:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756393719194890,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27155,2021-10-22T19:12:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.75642038438285,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27156,2021-10-22T19:13:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755965646649880,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27157,2021-10-22T19:13:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7562451546900900,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27158,2021-10-22T19:14:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756258195777340,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27159,2021-10-22T19:14:44.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756165670806580,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27160,2021-10-22T19:15:14.000Z,76,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756323629016840,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27161,2021-10-22T19:15:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756299608992200,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27162,2021-10-22T19:16:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756332420336600,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27163,2021-10-22T19:16:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.75611054454072,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27164,2021-10-22T19:17:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.7559824593297600,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27165,2021-10-22T19:17:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755795489840040,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27166,2021-10-22T19:18:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756371528907480,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27167,2021-10-22T19:18:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756471165213700,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27168,2021-10-22T19:19:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.756321556762940,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27169,2021-10-22T19:19:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.75616382133903,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27170,2021-10-22T19:20:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755228898269680,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27171,2021-10-22T19:20:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.754363377487900,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27172,2021-10-22T19:21:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.753457158123800,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27173,2021-10-22T19:21:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.754269337423390,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27174,2021-10-22T19:22:14.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.754404598494720,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27175,2021-10-22T19:22:44.000Z,75,LTE,1,1,1,33.83019871090830,-84.2842325739874,4.755487356870170,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27176,2021-10-22T19:23:14.000Z,75,LTE,1,1,1,33.830181669754700,-84.28431152190110,5.008964818250720,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27177,2021-10-22T19:23:44.000Z,75,LTE,1,1,1,33.83017614457040,-84.2843143521608,4.804056154753770,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27178,2021-10-22T19:24:14.000Z,75,LTE,1,1,1,33.83017614457040,-84.2843143521608,4.776750130158040,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27179,2021-10-22T19:24:44.000Z,75,LTE,1,1,1,33.83017614457040,-84.2843143521608,4.766773930551710,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27180,2021-10-22T19:25:14.000Z,75,LTE,1,1,1,33.83017614457040,-84.2843143521608,4.760515808246310,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
27181,2021-10-22T19:25:44.000Z,75,LTE,1,1,1,33.83017614457040,-84.2843143521608,4.757502179938950,0,,201,2021-10-24T21:58:28.000Z,2021-10-24T21:58:28.000Z
